neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date,PUBLICADO_POR
Roses,42.26393,3.18203,Casa o Departamento,2.0,3.0,127.0,29-08-2020,87.0,España,Girona,28-11-2020,Kayak
Alcúdia,39.85549,3.15304,Casa o Departamento,4.0,4.0,223.0,,nan,España,Mallorca,22-03-2020,Airbnb
Bunyola,39.67028498982344,2.7080477314950886,Casa o Departamento,2.0,3.0,115.0,,nan,España,Mallorca,20-11-2018,Airbnb
Sants,41.3745667358933,2.1314931025120747,Habitación privada,1.0,1.0,15.0,21-03-2018,83.0,España,Barcelona,12-04-2018,Kayak
Campanar,39.47876,-0.39413,Casa o Departamento,2.0,3.0,90.0,22-02-2020,93.0,España,Valencia,24-10-2020,Booking
El raval,41.38289234012012,2.166623512369501,Casa o Departamento,2.0,3.0,339.0,,100.0,España,Barcelona,06-08-2017,Kayak
El raval,41.384032570380384,2.165050270356073,Habitación privada,2.0,1.0,37.0,31-10-2016,82.0,España,Barcelona,12-04-2018,Agoda
Alcúdia,39.84656,3.09004,Casa o Departamento,3.0,5.0,nan,,nan,España,Mallorca,25-03-2019,Kayak
Palacio,40.41294,-3.71337,Habitación privada,1.0,1.0,40.0,31-12-2018,100.0,España,Madrid,07-06-2019,Tripadvisor
L'antiga esquerra de l'eixample,41.39304106670647,2.149492318575253,Casa o Departamento,2.0,3.0,296.0,15-07-2018,94.0,España,Barcelona,10-12-2018,Agoda
Alcúdia,39.85332,3.12218,Habitación privada,1.0,1.0,105.0,15-08-2020,100.0,España,Mallorca,08-11-2020,Homeaway
Roses,42.24205,3.20248,Casa o Departamento,3.0,3.0,82.0,,nan,España,Girona,19-02-2019,Expedia
Tossa de mar,41.71239,2.90172,Casa o Departamento,2.0,3.0,72.0,24-08-2019,100.0,España,Girona,29-06-2020,Homeaway
Cabanyal-canyamelar,39.46949,-0.3266,Habitación privada,1.0,1.0,23.0,11-03-2020,92.0,España,Valencia,30-06-2020,Agoda
"Encarnación, regina",37.39333,-5.99719,Casa o Departamento,2.0,2.0,500.0,,nan,España,Sevilla,29-11-2019,Tripadvisor
Santa clara,37.38834,-5.96429,Casa o Departamento,1.0,1.0,40.0,31-03-2020,84.0,España,Sevilla,27-02-2021,Kayak
El raval,41.37712,2.16706,Casa o Departamento,1.0,2.0,63.0,16-12-2018,77.0,España,Barcelona,14-05-2019,Flipkey
La sagrada família,41.40305657980264,2.1761639534574053,Habitación privada,1.0,1.0,35.0,,nan,España,Barcelona,09-12-2017,Expedia
Este,36.73125201239759,-4.380479985689982,Casa o Departamento,1.0,1.0,80.0,,nan,España,Malaga,31-07-2018,Homeaway
Selva,39.77279,2.90312,Casa o Departamento,2.0,2.0,55.0,15-09-2019,80.0,España,Mallorca,29-01-2020,Agoda
Centro,36.72379,-4.42568,Casa o Departamento,2.0,3.0,65.0,26-12-2019,94.0,España,Malaga,31-12-2019,Expedia
Almagro,40.42981,-3.69191,Habitación privada,2.0,1.0,19.0,,nan,España,Madrid,12-08-2019,Flipkey
Vilaür,42.14623,2.95095,Casa o Departamento,4.0,8.0,480.0,20-07-2019,99.0,España,Girona,29-07-2019,Agoda
Embajadores,40.41359,-3.70231,Casa o Departamento,1.0,1.0,80.0,29-02-2016,100.0,España,Madrid,13-06-2020,Agoda
Los remedios,37.37223,-5.9972,Casa o Departamento,2.0,5.0,100.0,17-02-2019,95.0,España,Sevilla,18-02-2019,Homeaway
Son servera,39.61061,3.38723,Casa o Departamento,1.0,1.0,50.0,,nan,España,Mallorca,25-07-2019,Homeaway
Calonge,41.83922723077702,3.092889547683611,Casa o Departamento,1.0,2.0,94.0,,nan,España,Girona,28-09-2018,Expedia
Cortes,40.41399171281676,-3.698872391571175,Casa o Departamento,1.0,1.0,75.0,29-09-2018,94.0,España,Madrid,10-10-2018,Kayak
L'escala,42.11344,3.13744,Casa o Departamento,2.0,4.0,91.0,06-09-2020,93.0,España,Girona,28-11-2020,Booking
Sant francesc,39.47255,-0.37061,Casa o Departamento,2.0,3.0,70.0,15-01-2020,86.0,España,Valencia,31-01-2020,Agoda
Alcúdia,39.83178,3.1057,Casa o Departamento,1.0,0.0,85.0,26-10-2019,99.0,España,Mallorca,28-10-2019,Flipkey
Argüelles,40.42166390920707,-3.71696455581157,Casa o Departamento,2.0,2.0,120.0,01-01-2019,90.0,España,Madrid,14-01-2019,Booking
Calonge,41.863814999908094,3.076239501047411,Casa o Departamento,4.0,4.0,nan,,nan,España,Girona,26-11-2018,Tripadvisor
L'escala,42.112975037303,3.166345153402515,Casa o Departamento,1.0,1.0,80.0,09-07-2017,100.0,España,Girona,22-12-2018,Homeaway
Este,36.71937,-4.35251,Habitación privada,1.0,3.0,25.0,30-09-2019,92.0,España,Malaga,31-10-2019,Booking
Campanet,39.77743,2.96214,Casa o Departamento,2.0,2.0,138.0,10-07-2019,80.0,España,Mallorca,28-11-2019,Homeaway
Sant antoni,41.379958762054514,2.1589267718804184,Habitación privada,2.0,1.0,80.0,,nan,España,Barcelona,10-12-2018,Homeaway
La sagrada família,41.40792580451849,2.174467362799651,Habitación privada,1.0,1.0,49.0,26-10-2016,53.0,España,Barcelona,06-03-2017,Tripadvisor
Castelló d'empúries,42.24583,3.12001,Casa o Departamento,3.0,3.0,99.0,04-08-2019,94.0,España,Girona,30-04-2020,Agoda
Sant feliu de guíxols,41.79468,3.05079,Casa o Departamento,3.0,3.0,150.0,24-06-2019,100.0,España,Girona,30-09-2019,Agoda
L'antiga esquerra de l'eixample,41.38748982790242,2.1602972818178694,Habitación privada,1.0,1.0,59.0,27-08-2018,100.0,España,Barcelona,10-10-2018,Booking
El barri gòtic,41.37753,2.17825,Habitación privada,1.0,1.0,90.0,14-03-2020,97.0,España,Barcelona,16-03-2020,Airbnb
Santanyí,39.33159355946532,3.1615207606688047,Casa o Departamento,5.0,7.0,nan,14-09-2018,85.0,España,Mallorca,18-09-2018,Agoda
Justicia,40.42051,-3.69863,Habitación privada,0.0,1.0,30.0,07-03-2020,94.0,España,Madrid,17-07-2020,Airbnb
La nova esquerra de l'eixample,41.38225,2.15218,Habitación privada,2.0,1.0,45.0,27-04-2019,97.0,España,Barcelona,14-05-2019,Expedia
El poblenou,41.39898,2.20093,Habitación privada,1.0,1.0,65.0,,nan,España,Barcelona,10-04-2019,Flipkey
Ciudad jardín,37.38043,-5.96285,Habitación privada,1.0,1.0,25.0,25-09-2019,93.0,España,Sevilla,30-09-2019,Kayak
Sant martí vell,42.0182,2.92753,Casa o Departamento,2.0,4.0,180.0,28-06-2020,97.0,España,Girona,29-06-2020,Agoda
Ciutadella de menorca,40.00191979067667,3.800668990540767,Casa o Departamento,1.0,1.0,10.0,,nan,España,Menorca,30-01-2019,Homeaway
Santa cruz,37.385477882487066,-5.988772832085965,Casa o Departamento,2.0,4.0,208.0,10-01-2019,99.0,España,Sevilla,29-01-2019,Booking
Justicia,40.42739978349093,-3.699526928114408,Habitación privada,1.0,1.0,50.0,,nan,España,Madrid,17-01-2018,Flipkey
Centro,36.72349,-4.41895,Casa o Departamento,2.0,5.0,190.0,,nan,España,Malaga,31-05-2020,Kayak
Cornellà del terri,42.06655,2.84538,Habitación privada,1.0,1.0,140.0,,nan,España,Girona,31-12-2019,Airbnb
La nova esquerra de l'eixample,41.38584,2.15305,Casa o Departamento,2.0,3.0,100.0,04-01-2020,87.0,España,Barcelona,13-06-2020,Kayak
Goya,40.42757,-3.67736,Habitación privada,1.0,1.0,400.0,,nan,España,Madrid,10-07-2019,Booking
Marroquina,40.41122,-3.65111,Casa o Departamento,1.0,3.0,75.0,,nan,España,Madrid,17-07-2020,Tripadvisor
L'antiga esquerra de l'eixample,41.38574200185432,2.158015003047476,Habitación privada,1.0,1.0,27.0,01-08-2017,71.0,España,Barcelona,06-08-2017,Expedia
Sarrià,41.39749,2.12133,Habitación privada,1.0,1.0,45.0,23-07-2018,97.0,España,Barcelona,14-05-2019,Homeaway
Campanet,39.79337295556851,2.958250625755705,Casa o Departamento,2.0,4.0,113.0,16-08-2016,90.0,España,Mallorca,15-03-2017,Agoda
El barri gòtic,41.37758,2.17843,Habitación privada,1.0,0.0,90.0,,nan,España,Barcelona,12-08-2019,Flipkey
Vilapicina i la torre llobeta,41.42617589306357,2.174233140439773,Habitación privada,1.0,1.0,20.0,,nan,España,Barcelona,05-06-2017,Tripadvisor
Roses,42.26258,3.1773,Casa o Departamento,1.0,1.0,80.0,19-08-2018,81.0,España,Girona,30-11-2019,Airbnb
Trafalgar,40.432165911241576,-3.701220589729731,Casa o Departamento,1.0,2.0,100.0,08-07-2018,97.0,España,Madrid,10-07-2018,Tripadvisor
Felanitx,39.40875761753525,3.2601377669732705,Casa o Departamento,4.0,4.0,145.0,,nan,España,Mallorca,29-07-2018,Agoda
La sagrada família,41.40292684911816,2.173029275690597,Habitación privada,2.0,1.0,40.0,,nan,España,Barcelona,04-01-2017,Booking
Mestalla,39.47425,-0.3595,Habitación privada,1.0,1.0,29.0,31-03-2019,93.0,España,Valencia,31-03-2019,Airbnb
Centro,36.71973,-4.42331,Casa o Departamento,1.0,1.0,85.0,09-12-2019,98.0,España,Malaga,29-02-2020,Flipkey
Sant antoni,41.38212612747298,2.1620245752490472,Habitación privada,1.0,1.0,60.0,09-09-2017,100.0,España,Barcelona,12-09-2017,Airbnb
Manacor,39.51973,3.30836,Casa o Departamento,3.0,3.0,193.0,,nan,España,Mallorca,08-11-2020,Tripadvisor
La dreta de l'eixample,41.39375,2.17217,Habitación privada,1.0,nan,70.0,01-08-2019,nan,España,Barcelona,24-08-2020,Booking
Hostafrancs,41.37563240183663,2.145956195547765,Casa o Departamento,1.0,1.0,161.0,29-11-2018,80.0,España,Barcelona,10-12-2018,Tripadvisor
Palma de mallorca,39.57167,2.63595,Casa o Departamento,2.0,1.0,60.0,16-02-2020,84.0,España,Mallorca,22-03-2020,Booking
Embajadores,40.40852109930173,-3.70354234646753,Casa o Departamento,1.0,1.0,48.0,04-03-2018,92.0,España,Madrid,12-04-2018,Agoda
Recoletos,40.42031,-3.6915,Casa o Departamento,3.0,2.0,157.0,,nan,España,Madrid,12-01-2021,Kayak
La nova esquerra de l'eixample,41.38453,2.15418,Casa o Departamento,2.0,3.0,160.0,06-01-2020,91.0,España,Barcelona,16-02-2020,Kayak
Figueres,42.2674,2.95797,Habitación privada,1.0,1.0,45.0,22-09-2019,99.0,España,Girona,30-10-2019,Homeaway
Regencós,41.94584,3.19402,Casa o Departamento,2.0,2.0,108.0,,nan,España,Girona,31-08-2019,Expedia
Ses salines,39.31377,2.99554,Casa o Departamento,1.0,2.0,160.0,10-09-2019,89.0,España,Mallorca,22-03-2020,Airbnb
Torroella de fluvià,42.19115,3.03136,Casa o Departamento,1.0,2.0,60.0,25-08-2019,96.0,España,Girona,30-09-2019,Flipkey
Campanet,39.77843,2.96427,Casa o Departamento,3.0,4.0,115.0,25-03-2019,100.0,España,Mallorca,25-03-2019,Homeaway
Palma de mallorca,39.57564269060172,2.652287518628127,Habitación privada,1.0,1.0,38.0,23-07-2018,97.0,España,Mallorca,29-07-2018,Homeaway
Alcúdia,39.84479,3.05143,Casa o Departamento,2.0,3.0,285.71,,nan,España,Mallorca,28-08-2020,Agoda
Este,36.73931196656086,-4.357495423202005,Casa o Departamento,6.0,4.0,315.0,02-09-2018,100.0,España,Malaga,25-10-2018,Flipkey
Pardines,42.31148137906697,2.214266115543477,Casa o Departamento,2.0,4.0,224.0,05-04-2018,91.0,España,Girona,28-09-2018,Agoda
Cadaqués,42.29088828500078,3.2796027749834287,Casa o Departamento,1.0,1.0,70.0,08-10-2018,95.0,España,Girona,20-10-2018,Flipkey
Centro,36.72772,-4.4231,Casa o Departamento,1.0,0.0,45.0,29-03-2019,88.0,España,Malaga,01-05-2019,Airbnb
Santa eugènia,39.63536,2.84856,Casa o Departamento,1.0,1.0,150.0,01-08-2020,98.0,España,Mallorca,16-01-2021,Flipkey
Alcúdia,39.86369126815884,3.144347746822074,Casa o Departamento,2.0,3.0,122.0,,nan,España,Mallorca,29-07-2018,Flipkey
Estrella,40.41362,-3.66863,Habitación privada,1.0,1.0,30.0,04-07-2019,100.0,España,Madrid,19-09-2019,Expedia
San bartolomé,37.38900766694335,-5.986602057409737,Casa o Departamento,1.0,1.0,44.0,22-10-2018,88.0,España,Sevilla,22-11-2018,Airbnb
Embajadores,40.41103,-3.70248,Casa o Departamento,2.0,1.0,31.0,14-02-2018,92.0,España,Madrid,10-01-2020,Airbnb
Palacio,40.41116,-3.70911,Casa o Departamento,2.0,1.0,100.0,01-01-2020,98.0,España,Madrid,14-05-2020,Tripadvisor
La maternitat i sant ramon,41.37833008865023,2.114745394528228,Habitación privada,1.0,1.0,25.0,23-07-2018,95.0,España,Barcelona,14-08-2018,Airbnb
Castelló d'empúries,42.25804,3.07469,Casa o Departamento,1.0,1.0,115.0,,nan,España,Girona,28-11-2020,Airbnb
Numancia,40.39604,-3.66432,Habitación privada,1.0,1.0,33.0,09-05-2019,98.0,España,Madrid,25-08-2020,Tripadvisor
Castelló d'empúries,42.24666,3.12294,Casa o Departamento,1.0,1.0,39.0,30-06-2020,100.0,España,Girona,31-12-2020,Kayak
Justicia,40.42500198639841,-3.700010956918459,Casa o Departamento,1.0,1.0,60.0,21-07-2018,100.0,España,Madrid,14-01-2019,Flipkey
La sagrera,41.42566,2.18752,Habitación privada,1.0,1.0,25.0,,nan,España,Barcelona,09-02-2021,Tripadvisor
Sol,40.4164548409936,-3.7050172133904495,Casa o Departamento,1.0,2.0,73.0,29-12-2017,90.0,España,Madrid,10-10-2018,Booking
L'escala,42.13881227491247,3.1182249753993485,Casa o Departamento,1.0,3.0,52.0,09-09-2017,90.0,España,Girona,22-12-2018,Kayak
Santanyí,39.36895311226232,3.2216223949875493,Casa o Departamento,4.0,4.0,326.0,,nan,España,Mallorca,17-10-2018,Booking
Palma de mallorca,39.552218507108975,2.6026792559067453,Habitación privada,2.0,1.0,21.0,15-09-2018,89.0,España,Mallorca,18-09-2018,Kayak
San andrés,40.35274,-3.7064,Habitación privada,1.0,1.0,26.0,12-03-2020,95.0,España,Madrid,12-01-2021,Homeaway
Cortes,40.41496,-3.70199,Casa o Departamento,2.0,3.0,nan,,nan,España,Madrid,14-05-2020,Flipkey
Castell-platja d'aro,41.80507,3.05982,Casa o Departamento,1.0,1.0,55.0,,nan,España,Girona,31-08-2019,Homeaway
El barri gòtic,41.3838,2.17847,Habitación privada,1.0,1.0,155.0,,nan,España,Barcelona,12-10-2020,Homeaway
La nova esquerra de l'eixample,41.38094101163546,2.144176783367587,Habitación privada,2.0,1.0,40.0,19-10-2017,100.0,España,Barcelona,09-12-2017,Homeaway
Alcúdia,39.82601,3.11561,Casa o Departamento,2.0,3.0,65.0,12-06-2019,94.0,España,Mallorca,25-07-2019,Expedia
Embajadores,40.41268,-3.69971,Habitación de hotel,1.0,1.0,nan,,nan,España,Madrid,13-06-2020,Expedia
La dreta de l'eixample,41.39315038865609,2.1717478107630046,Casa o Departamento,2.0,6.0,300.0,02-03-2018,83.0,España,Barcelona,14-05-2018,Agoda
Capdepera,39.69626,3.39446,Casa o Departamento,3.0,5.0,232.0,27-10-2019,73.0,España,Mallorca,11-02-2021,Homeaway
Sant antoni,41.37708,2.15514,Casa o Departamento,1.0,2.0,155.0,26-09-2018,60.0,España,Barcelona,10-04-2019,Homeaway
El fort pienc,41.39571,2.18369,Habitación privada,1.0,0.0,33.0,13-10-2019,93.0,España,Barcelona,16-10-2019,Tripadvisor
Calonge,41.84805,3.10019,Casa o Departamento,2.0,2.0,120.0,27-08-2019,100.0,España,Girona,30-10-2019,Tripadvisor
La nova esquerra de l'eixample,41.37849,2.15236,Habitación privada,1.0,1.0,25.0,01-11-2017,100.0,España,Barcelona,07-06-2019,Booking
San gil,37.40313,-5.99223,Casa o Departamento,1.0,1.0,26.0,03-09-2019,100.0,España,Sevilla,29-10-2020,Expedia
San gil,37.40215,-5.9888,Casa o Departamento,1.0,nan,44.0,29-11-2020,99.0,España,Sevilla,30-11-2020,Booking
Palacio,40.40952,-3.71014,Casa o Departamento,1.0,1.0,500.0,04-05-2019,80.0,España,Madrid,17-04-2020,Flipkey
Artà,39.6793834600758,3.3309429673467243,Casa o Departamento,5.0,4.0,300.0,08-09-2018,100.0,España,Mallorca,20-11-2018,Tripadvisor
Sol,40.41964086319528,-3.7061907318430536,Casa o Departamento,2.0,2.0,89.0,04-04-2018,97.0,España,Madrid,12-04-2018,Flipkey
Puerta del angel,40.41496077349838,-3.7252844842384345,Habitación privada,1.0,1.0,22.0,,nan,España,Madrid,08-04-2017,Agoda
La sagrada família,41.40479853161765,2.173575872320734,Casa o Departamento,1.0,1.0,85.0,,nan,España,Barcelona,06-02-2019,Agoda
El parc i la llacuna del poblenou,41.40074,2.19445,Habitación privada,2.0,1.0,30.0,10-10-2020,97.0,España,Barcelona,06-11-2020,Tripadvisor
Torroella de montgrí,42.05012,3.19041,Casa o Departamento,1.0,1.0,82.0,,nan,España,Girona,29-06-2020,Booking
Arapiles,40.43522,-3.70529,Habitación privada,1.0,1.0,14.0,,nan,España,Madrid,12-08-2019,Tripadvisor
La vila de gràcia,41.40022,2.15892,Habitación compartida,1.0,1.0,100.0,,nan,España,Barcelona,12-10-2020,Airbnb
Roses,42.25243,3.18999,Casa o Departamento,1.0,2.0,80.0,,nan,España,Girona,30-03-2019,Booking
El barri gòtic,41.38183,2.18105,Casa o Departamento,1.0,3.0,74.0,31-03-2018,100.0,España,Barcelona,10-12-2019,Expedia
Castell-platja d'aro,41.8134,3.06556,Casa o Departamento,2.0,2.0,75.0,01-08-2019,80.0,España,Girona,31-08-2019,Booking
La dreta de l'eixample,41.39268,2.16739,Casa o Departamento,1.0,1.0,82.0,06-05-2019,99.0,España,Barcelona,14-05-2019,Airbnb
Els orriols,39.48818,-0.36812,Casa o Departamento,1.0,2.0,145.0,21-04-2019,90.0,España,Valencia,01-05-2019,Airbnb
Puerta del angel,40.40886811069532,-3.731052066636434,Habitación privada,1.0,1.0,16.0,12-01-2018,98.0,España,Madrid,17-01-2018,Kayak
El raval,41.37608542545932,2.170350054276791,Habitación privada,1.0,1.0,22.0,13-02-2017,87.0,España,Barcelona,06-03-2017,Tripadvisor
Llançà,42.35689,3.16452,Casa o Departamento,1.0,2.0,80.0,17-08-2019,90.0,España,Girona,29-02-2020,Homeaway
El fort pienc,41.39735,2.17916,Casa o Departamento,1.0,2.0,180.0,18-03-2019,90.0,España,Barcelona,10-04-2019,Booking
Buenavista,40.37192004861996,-3.762096113858449,Casa o Departamento,1.0,1.0,45.0,03-05-2018,100.0,España,Madrid,14-05-2018,Kayak
Campanet,39.78083996397034,2.958190306548774,Casa o Departamento,2.0,3.0,100.0,24-09-2018,98.0,España,Mallorca,28-01-2019,Airbnb
Castellana,40.43527286887653,-3.680977790004934,Habitación privada,2.0,1.0,29.0,02-10-2016,92.0,España,Madrid,06-03-2017,Booking
Palacio,40.41480740176889,-3.709464363240152,Casa o Departamento,1.0,3.0,100.0,18-03-2017,98.0,España,Madrid,08-04-2017,Tripadvisor
Campanet,39.77642,2.96216,Casa o Departamento,2.0,3.0,74.0,20-04-2019,84.0,España,Mallorca,25-07-2019,Expedia
Sol,40.41625545857965,-3.702448358996625,Casa o Departamento,1.0,3.0,118.0,24-10-2018,99.0,España,Madrid,07-11-2018,Expedia
Castelló d'empúries,42.25475,3.10773,Casa o Departamento,2.0,3.0,103.0,14-06-2019,92.0,España,Girona,30-06-2019,Homeaway
Calonge,41.857850101585896,3.0325577973794595,Casa o Departamento,4.0,4.0,150.0,,nan,España,Girona,21-04-2018,Flipkey
La vila de gràcia,41.40437210618752,2.157041668427305,Casa o Departamento,1.0,2.0,85.0,11-09-2016,90.0,España,Barcelona,14-05-2018,Agoda
Sol,40.41814236609772,-3.707699714652232,Casa o Departamento,1.0,1.0,89.0,,nan,España,Madrid,11-09-2018,Airbnb
Castelló d'empúries,42.24927,3.13069,Casa o Departamento,1.0,1.0,61.0,,nan,España,Girona,30-06-2019,Airbnb
La seu,39.47589,-0.37434,Casa o Departamento,1.0,2.0,60.0,19-03-2017,100.0,España,Valencia,31-05-2019,Booking
Palma de mallorca,39.5696218167332,2.6500695201176434,Casa o Departamento,1.0,1.0,46.0,,nan,España,Mallorca,18-04-2018,Agoda
Santa catalina,37.39202,-5.9882,Casa o Departamento,2.0,2.0,120.0,19-09-2019,96.0,España,Sevilla,30-09-2019,Expedia
Felanitx,39.42745,3.13427,Casa o Departamento,3.0,4.0,148.0,,nan,España,Mallorca,19-12-2020,Booking
Embajadores,40.40971845316309,-3.70253291894711,Casa o Departamento,1.0,0.0,55.0,23-10-2018,94.0,España,Madrid,07-11-2018,Flipkey
El poblenou,41.3994,2.20385,Casa o Departamento,2.0,2.0,nan,23-09-2018,100.0,España,Barcelona,10-04-2019,Kayak
El poble sec,41.37268,2.16368,Habitación privada,1.0,1.0,66.0,,nan,España,Barcelona,13-06-2020,Homeaway
Búger,39.75841,2.98664,Casa o Departamento,4.0,6.0,314.0,,nan,España,Mallorca,28-10-2019,Homeaway
Santanyí,39.38063,3.23581,Casa o Departamento,1.0,1.0,45.0,30-09-2020,91.0,España,Mallorca,16-01-2021,Agoda
El fort pienc,41.40137052067087,2.181963936918402,Casa o Departamento,2.0,4.0,95.0,25-08-2018,93.0,España,Barcelona,11-09-2018,Tripadvisor
"Sant pere, santa caterina i la ribera",41.38643,2.18074,Habitación privada,2.0,1.0,41.0,03-02-2020,95.0,España,Barcelona,16-02-2020,Agoda
Pollença,39.90389,3.07913,Casa o Departamento,1.0,1.0,100.0,01-10-2019,93.0,España,Mallorca,25-06-2020,Booking
La dreta de l'eixample,41.38931,2.17623,Habitación privada,2.0,1.0,48.0,11-09-2019,100.0,España,Barcelona,17-09-2019,Expedia
Castellana,40.435824006346245,-3.6855882651329774,Casa o Departamento,1.0,2.0,115.0,28-10-2017,98.0,España,Madrid,14-05-2018,Homeaway
Llançà,42.35904781766494,3.164928143888604,Casa o Departamento,1.0,0.0,63.0,12-08-2017,100.0,España,Girona,21-04-2018,Homeaway
El putxet i el farró,41.4056378086037,2.1489857767140483,Casa o Departamento,2.0,2.0,nan,06-08-2018,95.0,España,Barcelona,07-11-2018,Homeaway
Llançà,42.36228,3.14385,Casa o Departamento,1.0,2.0,80.0,01-09-2018,95.0,España,Girona,29-05-2019,Tripadvisor
L'antiga esquerra de l'eixample,41.3901,2.15381,Casa o Departamento,2.0,4.0,270.0,12-04-2019,100.0,España,Barcelona,07-06-2019,Kayak
Lucero,40.40789,-3.74729,Habitación privada,1.0,1.0,26.0,07-12-2019,98.0,España,Madrid,10-12-2019,Booking
Roses,42.27216,3.14557,Casa o Departamento,0.0,1.0,63.0,,nan,España,Girona,31-12-2020,Kayak
Palma de mallorca,39.61119,2.67409,Casa o Departamento,4.0,6.0,250.0,03-01-2020,94.0,España,Mallorca,25-06-2020,Booking
Cabanyal-canyamelar,39.46438,-0.33129,Casa o Departamento,1.0,2.0,65.0,23-04-2019,91.0,España,Valencia,01-05-2019,Expedia
Alcúdia,39.81624,3.11155,Casa o Departamento,2.0,3.0,74.0,31-05-2019,87.0,España,Mallorca,27-06-2019,Booking
La nova esquerra de l'eixample,41.380771731608206,2.1485055491351503,Habitación privada,1.0,1.0,28.0,03-01-2017,80.0,España,Barcelona,06-03-2017,Tripadvisor
Universidad,40.42113,-3.70132,Casa o Departamento,1.0,1.0,112.0,05-09-2018,95.0,España,Madrid,11-04-2019,Airbnb
Ciutadella de menorca,40.00186971001582,3.836558151525075,Casa o Departamento,5.0,4.0,300.0,01-09-2018,100.0,España,Menorca,22-12-2018,Agoda
El clot,41.41420462774384,2.187262548766059,Habitación privada,2.0,1.0,21.0,06-09-2018,96.0,España,Barcelona,10-10-2018,Flipkey
La xerea,39.4717,-0.3721,Casa o Departamento,1.0,1.0,50.0,30-07-2019,80.0,España,Valencia,30-11-2019,Kayak
